"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:43:37 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"Elapsed Time","1.13"
"Records Found","2399"
"Records Returned","2399"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","Chatham","Passaic","Cedar Grove","siltstone/sandstone","228","208.5","US","1","4"
"str","Chatham","Passaic","F","siltstone","228","208.5","US","1","1"
"str","Chatham","Passaic","Graters","""siliciclastic"",siltstone","228","208.5","US","2","4"
"str","Chatham","Passaic","Kilmer","siltstone/sandstone","228","208.5","US","1","4"
"str","Chatham","Passaic","NN/OO","siltstone","208.5","201.3","US","1","1"
"str","Chatham","Passaic","Perkasie","""shale""/sandstone","228","208.5","US","4","14"
"str","Chatham","Passaic","TT/Pine Ridge","siltstone","208.5","201.3","US","1","2"
"str","Chatham","Passaic","Ukrainian","siltstone","208.5","201.3","US","1","2"
"str","Chatham","Pekin","","claystone,siltstone/mudstone","237","228","US","2","3"
"str","Chatham","Stockton","","mudstone/sandstone","228","208.5","US","1","2"
"str","Chatham","Wolfville","","sandstone/siltstone","237","228","CA","2","5"
"str","Chatham","Wolfville/Blomidon","","","237","208.5","CA","1","1"
"str","Chaya","Dabuka","","mudstone","174.1","163.5","CN","2","6"
"str","Chesapeake","Calvert","","marl","15.97","11.62","US","5","5"
"str","Chesapeake","Calvert","Calvert Beach","claystone","13.82","11.62","US","5","7"
"str","Chesapeake","Calvert","Fairhaven","sandstone","20.44","15.97","US","2","6"
"str","Chesapeake","Calvert","Plum Point","claystone,conglomerate/claystone","13.82","11.62","US","11","21"
"str","Chesapeake","Choptank","Boston Cliffs","sandstone","13.82","11.62","US","2","2"
"str","Chesapeake","Choptank","St. Leonard","sandstone","13.82","11.62","US","1","1"
"str","Chesapeake","Eastover","","","7.246","5.333","US","1","1"
"str","Chesapeake","Eastover","Claremont Manor","sandstone","7.246","5.333","US","4","8"
"str","Chesapeake","Saint Marys","Windmill Point","claystone","11.62","7.246","US","1","1"
"str","Chesapeake","St Marys","Little Cove Point","claystone","11.608","5.333","US","1","1"
"str","Chesapeake","Yorktown","","sandstone","5.333","3.6","US","1","106"
"str","Chiating","Jiaguan","","sandstone,sandstone/mudstone,mudstone/sandstone,sandstone/siltstone","129.4","100.5","CN","16","41"
"str","Chiating","Jiaguan","Lower","sandstone,sandstone/mudstone","129.4","100.5","CN","2","5"
"str","Chiating","Jiaguan","Upper","sandstone","129.4","100.5","CN","3","8"
"str","Chichibumachi","Nagura","","","15.97","13.82","JP","2","3"
"str","Chienteh","","","sandstone","100.5","66","CN","1","1"
"str","Chinle","","","","237","201.3","US","2","4"
"str","Chinle","Bluewater Creek","","mudstone","228","208.5","US","2","3"
"str","Chinle","Bluewater Creek","McGaffey","sandstone/siltstone","228","208.5","US","1","1"
"str","Chinle","Petrified Forest","Mesa Montosa","siltstone/conglomerate","228","208.5","US","1","1"
"str","Chinle","Petrified Forest","Painted Desert","sandstone","228","208.5","US","8","8"
"str","Chinle","Redonda","","","228","208.5","US","2","4"
"str","Chinle","Redonda","San Jon Creek","""limestone""/siltstone","228","208.5","US","1","5"
"str","Chinle","Rock Point","","sandstone,sandstone/siltstone,siltstone/sandstone,mudstone/siltstone,not reported/sandstone","228","201.3","US","6","6"
"str","Chinle","Sheep Pen Sandstone","","sandstone","228","208.5","US","5","6"
"str","Chinle","Shinarump","","conglomerate","237","228","US","1","1"
"str","Chinle","Sloan Canyon","","sandstone/siltstone,sandstone/claystone","228","208.5","US","3","8"
"str","Chongqing","","","","163.5","145","CN","1","1"
"str","Chongqing","Shaximiao","Daanzhai","sandstone","168.3","163.5","CN","1","1"
"str","Chongqing","Shaximiao","Lower","""siliciclastic"",siltstone/mudstone,sandstone/mudstone,sandstone","168.3","163.5","CN","8","18"
"str","Chongqing","Shaximiao","Upper","mudstone,""siliciclastic"",sandstone,breccia/mudstone,""shale""/sandstone","168.3","163.5","CN","24","28"
"str","Chubut","","","sandstone","89.8","72.1","AR","2","2"
"str","Chubut","Bajo Barreal","","","99.6","89.3","AR","1","1"
"str","Chubut","Bajo Barreal","Lower","sandstone,sandstone/tuff","99.6","89.3","AR","7","17"
"str","Chubut","Bajo Barreal","Upper","sandstone/conglomerate,claystone/mudstone","99.6","89.3","AR","2","2"
"str","Chubut","Castillo","Upper","","100.5","93.9","AR","1","1"
"str","Chubut","Cerro Barcino","Cerro Castaño","sandstone/mudstone,sandstone","113","100.5","AR","7","8"
"str","Chubut","Cerro Barcino","Puesto La Paloma","conglomerate","122.46","112.03","AR","3","3"
"str","Chubut","Cerro Barcino","Puesto La Paloma/Cerro Castaño","""siliciclastic""","122.46","109","AR","2","3"
"str","Chubut","Lago Colhué Huapi","","sandstone,mudstone","70.6","66","AR","11","16"
"str","Chugwater","Popo Agie","","","237","228","US","1","1"
"str","Colorado","Belle Fourche","","conglomerate/claystone","99.6","93.5","CA","1","7"
"str","Colorado","Blackleaf","","mudstone/sandstone","105.3","99.6","US","1","1"
"str","Colorado","Blackleaf","Flood","siltstone","105.3","99.6","US","1","5"
"str","Colorado","Greenhorn Limestone","Lincoln Limestone","sandstone","99.6","93.5","US","1","3"
"str","Colorado","Niobrara","","chalk","89.3","70.6","US","2","3"
"str","Colorado","Niobrara","Smoky Hill Chalk","chalk,""shale""","83.5","70.6","US","16","17"
"str","Colville","Prince Creek","","mudstone","70.6","66","US","2","3"
"str","Colville","Prince Creek","Kogosukruk Tongue","sandstone/siltstone,siltstone/sandstone,sandstone","70.6","66","US","7","20"
"str","Cooper","Ashley","","","33.9","28.1","US","1","2"
"str","Corallian","Coral Rag","","""limestone""","161.2","155.7","UK","1","1"
"str","Corallian","Malton Oolite","","wackestone","161.2","155.7","UK","1","1"
"str","Cromer Knoll","Speeton Clay","","claystone","145","140.2","UK","2","2"
"str","Cuyo","Los Molles","","mudstone","171.6","168.4","AR","1","1"
"str","Dakota","","","sandstone,sandstone/""shale""","99.6","93.5","US","12","16"
"str","Dakota","Cedar Mountain","","mudstone","105.3","99.6","US","2","3"
"str","Dakota","Cedar Mountain","Buckhorn Conglomerate","sandstone,conglomerate/chert","145","132.9","US","2","5"
"str","Dakota","Cedar Mountain","Mussentuchit","""siliciclastic"",mudstone/sandstone,mudstone,""shale"",siltstone/mudstone,sandstone/siltstone,claystone,mudstone/siltstone,sandstone/mudstone,sandstone,siltstone/""shale""","99.6","93.5","US","34","59"
"str","Dakota","Cedar Mountain","Poison Strip Sandstone","""shale""/sandstone,""limestone""/mudstone","125","113","US","5","8"
"str","Dakota","Cedar Mountain","Ruby Ranch","mudstone,sandstone,mudstone/sandstone,""limestone""/mudstone","125","100.5","US","12","30"
"str","Dakota","Cedar Mountain","Yellow Cat","mudstone,siltstone/""limestone"",mudstone/chert,sandstone,mudstone/""limestone"",chert,sandstone/mudstone,claystone","139.8","132.9","US","16","52"
"str","Dakota","Mesa Rica Sandstone","","sandstone,sandstone/""shale""","113","100.5","US","6","13"
"str","Dakota","Mesa Rica Sandstone","Lower","sandstone/siltstone","105.3","99.6","US","1","2"
"str","Dakota","Muddy Sandstone","","sandstone/""shale"",""siliciclastic"",sandstone/siltstone,sandstone","105.3","93.5","US","18","31"
"str","Dakota","Pajarito","","sandstone/mudstone,sandstone","113","100.5","US","11","14"
"str","Dakota","Plainview","","sandstone","112.03","105.3","US","2","4"
"str","Dan River","Cow Branch","Upper","siltstone","228","208.5","US","1","2"
"str","Dan River","Dry Fork","","siltstone/sandstone","237","228","US","1","2"
"str","Dasheng","","","sandstone/siltstone","145","100.5","CN","1","1"
"str","Dasheng","Mengtuan","","""shale""","145","100.5","CN","4","5"
"str","Dasheng","Tianjialou","","sandstone,sandstone/siltstone,siltstone","113","100.5","CN","20","50"
"str","Dashuigou","Ulansuhai","","claystone/siltstone","93.9","89.8","CN","3","8"
"str","Daye","","Duogaila","","201.3","174.1","CN","1","4"
"str","Difunta","","","","83.5","66","MX","1","1"
"str","Difunta","Cerro del Pueblo","","""shale"",sandstone/mudstone,mudstone,sandstone,mudstone/sandstone,breccia,""siliciclastic""","83.5","70.6","MX","72","144"
"str","Difunta","Cerro Huerta","","","83.5","66","MX","1","2"
"str","Difunta","Muerto","","sandstone","83.5","66","MX","2","3"
"str","Dockum","","","mudstone","237","201.3","US","1","1"
"str","Dockum","Bull Canyon","","mudstone,siltstone/mudstone","221.5","208.5","US","5","7"
"str","Dockum","Colorado City","","mudstone","237","208.5","US","1","1"
"str","Dockum","Cooper Canyon","","sandstone/mudstone,sandstone/siltstone,sandstone,mudstone/sandstone","228","208.5","US","5","10"
"str","Dockum","Cooper Canyon","12-13","""siliciclastic""","228","208.5","US","1","5"
"str","Dockum","Tecovas","","siltstone/conglomerate,claystone","228","208.5","US","3","9"
"str","Edmonton","","","sandstone,claystone","70.6","66","CA","13","15"
"str","Edmonton","Horseshoe Canyon","","sandstone,""shale""/ironstone,mudstone/sandstone,""shale""/conglomerate,""siliciclastic"",mudstone,claystone","70.6","66","CA","42","71"
"str","Edmonton","Horseshoe Canyon","Bleriot","sandstone","70.6","66","CA","1","1"
"str","Edmonton","Horseshoe Canyon","Carbon","""shale""","70.6","66","CA","1","1"
"str","Edmonton","Horseshoe Canyon","Drumheller","sandstone","83.5","70.6","CA","3","4"
"str","Edmonton","Horseshoe Canyon","Horsethief","siltstone,mudstone,sandstone","70.6","66","CA","18","33"
"str","Edmonton","Horseshoe Canyon","Morrin","sandstone","70.6","66","CA","4","6"
"str","Edmonton","Horseshoe Canyon","Morrin/Tolman","sandstone","70.6","66","CA","2","8"
"str","Edmonton","Horseshoe Canyon","Tolman","""siliciclastic"",sandstone,claystone","70.6","66","CA","15","40"
"str","Edmonton","Scollard","","sandstone,""siliciclastic"",claystone,sandstone/""shale"",claystone/sandstone","70.6","66","CA","15","24"
"str","Edmonton","Whitemud","","claystone","70.6","66","CA","2","2"
"str","Edwards","Segovia","Burt Ranch","lime mudstone/wackestone","105.3","99.6","US","1","1"
"str","El Foyel","","","sandstone/conglomerate","23.03","15.97","AR","1","2"
"str","El Mers","El Mers III","","""mixed carbonate-siliciclastic""/siltstone","167.7","163.5","MA","1","3"
"str","El Tranquilo","Laguna Colorada","","siltstone,dolomite","199.3","190.8","AR","4","4"
"str","Enciso","","","""siliciclastic"",wackestone,sandstone,""shale"",siltstone,mudstone,""limestone""/marl,claystone/sandstone,""limestone"",lime mudstone,siltstone/wackestone,sandstone/claystone,wackestone/siltstone,siltstone/sandstone,""carbonate"",""limestone""/sandstone,sandstone/wackestone,lime mudstone/marl,wackestone/marl,packstone,sandstone/""shale"",claystone","122.46","109","ES","103","202"
"str","Enciso","El Horcajo Unit","","marl/claystone","145","140.2","ES","1","7"
"str","Enciso","Golmayo","","sandstone","136.4","125.45","ES","2","7"
"str","Enciso","Hortigüela","","sandstone","139.8","132.9","ES","1","1"
"str","Enciso","Leza","","""limestone"",""limestone""/sandstone,""siliciclastic""","129.4","113","ES","4","7"
"str","Enciso","Villar Navalsaz","","sandstone,""limestone"",lime mudstone/wackestone,lime mudstone","125","113","ES","8","16"
"str","Enciso/Urbión","","","sandstone/siltstone,""limestone""/siltstone","129.4","125","ES","3","7"
"str","Eribugai","Jingangquan","","""siliciclastic""","100.5","93.9","CN","1","1"
"str","Eribugai","Miaogou","","mudstone","145","100.5","CN","1","1"
"str","Etendeka","Etjo","","sandstone","201.3","174.1","NA","4","9"
"str","Etendeka","Etjo","Middle","sandstone","201.3","174.1","NA","1","1"
"str","Eureka Sound","Margaret","","","55.8","50.3","CA","3","3"
"str","Fleming Fjord","Malmros Klint","","mudstone/sandstone","228","208.5","GL","1","1"
"str","Fleming Fjord","Ørsted Dal","","""siliciclastic""","228","208.5","GL","1","2"
"str","Fontllonga","Figuerola","","sandstone,claystone/sandstone,claystone","70.6","66","ES","8","23"
"str","Fontllonga","La Maçana","","""limestone"",""limestone""/marl","70.6","66","ES","3","3"
"str","Fort Munro","Vitakri","","claystone,""shale"",sandstone","70.6","66","PK","36","95"
"str","Fort St. John","Gates","","sandstone","113","100.5","CA","5","6"
"str","Fort St. John","Gates","Grande Cache","""shale"",sandstone,sandstone/siltstone,sandstone/mudstone","109","100.5","CA","19","37"
"str","Fort St. John","Gates","Mountain Park","siltstone/sandstone","105.3","99.6","CA","1","1"
"str","Fredericksburg","Edwards Limestone","","mudstone","109","99.6","US","1","2"
"str","Fredericksburg","Edwards Limestone","Fort Terrett","wackestone/mudstone,grainstone/packstone,wackestone/lime mudstone","109","105.3","US","4","4"
"str","Futaba","Ashizawa","","","89.3","85.8","JP","1","1"
"str","Futaba","Ashizawa","Obisagawa","","89.3","66","JP","2","3"
"str","Futaba","Tamayama","","sandstone","89.3","85.8","JP","1","1"
"str","Gagau","Lotong Sandstone","","conglomerate","163.5","100.5","MY","1","1"
"str","Gannett","Draney Limestone","","""shale""/""limestone""","122.46","112.03","US","2","2"
"str","Ganzhou","Zhoutian","","","100.5","66","CN","2","2"
"str","Ganzhou","Zhoutian","First","siltstone","100.5","66","CN","3","3"
"str","Ganzhou","Zhoutian","Second","siltstone","100.5","66","CN","8","8"
"str","Ganzhou","Zhoutian","Third","sandstone","100.5","66","CN","7","7"
"str","Girón","","","sandstone","201.3","145","CO","1","1"
"str","Glen Canyon","Kayenta","","""shale"",""limestone"",siltstone/sandstone,sandstone,mudstone","199.3","182.7","US","21","31"
"str","Glen Canyon","Kayenta","Silty Facies","sandstone,siltstone/sandstone,""shale""/siltstone,claystone,siltstone,siltstone/""shale"",mudstone","190.8","182.7","US","35","74"
"str","Glen Canyon","Kayenta","Springdale Sandstone","sandstone,sandstone/mudstone,""shale""/sandstone","199.3","182.7","US","8","13"
"str","Glen Canyon","Kayenta/Navajo Sandstone","","""siliciclastic""","190.8","182.7","US","10","12"
"str","Glen Canyon","Moenave","","","208.5","199.3","US","2","2"
"str","Glen Canyon","Moenave","Dinosaur Canyon","sandstone,siltstone/sandstone,""siliciclastic"",mudstone","201.3","199.3","US","8","17"
"str","Glen Canyon","Moenave","Whitmore Point","dolomite,sandstone,sandstone/mudstone","201.3","199.3","US","9","16"
"str","Glen Canyon","Navajo Sandstone","","sandstone,""carbonate"",sandstone/""carbonate"",""limestone"",sandstone/""shale""","182.7","174.1","US","55","83"
"str","Glen Canyon","Navajo-Nugget Sandstone","","sandstone,siltstone,""siliciclastic""/sandstone,""siliciclastic""","190.8","174.1","US","9","14"
"str","Glen Canyon","Wingate Sandstone","","sandstone,mudstone,""siliciclastic""","201.3","199.3","US","29","37"
"str","Glen Canyon","Wingate Sandstone","Lukachukai","sandstone","201.3","199.3","US","1","1"
"str","Glen Canyon","Wingate Sandstone/Kayenta","","sandstone","201.3","190.8","US","1","4"
"str","Gondwana","Kota","","claystone","199.3","170.3","IN","2","2"
"str","Gondwana","Kota","Lower","sandstone/""limestone"",claystone/sandstone","199.3","182.7","IN","3","5"
"str","Gondwana","Kota","Upper","siltstone/sandstone","182.7","170.3","IN","1","12"
"str","Gondwana","Lower Dharmaram","","","228","201.3","IN","2","3"
"str","Gondwana","Lower Maleri","","claystone,mudstone","237","208.5","IN","2","4"
"str","Gondwana","Tiki","","mudstone","237","228","IN","1","1"
"str","Gondwana","Tiki","Lower Tiki","mudstone","237","228","IN","1","1"
"str","Gondwana","Upper Dharmaram","","mudstone","201.3","190.8","IN","5","7"
"str","Gondwana","Upper Maleri","","","228","208.5","IN","3","3"
"str","Gosau","","","mudstone,coal","89.3","83.5","AT,RO","2","4"
"str","Gosau","Coal-Bearing Complex","","claystone","83.5","70.6","AT","2","2"
"str","Gosau","Grünbach","","coal/sandstone","83.5","70.6","AT","1","13"
"str","Gosau","Schönleiten","","""shale""","93.5","89.3","AT","1","2"
"str","Goshoura","Karakizaki","","","99.6","93.5","JP","2","2"
"str","Great Estuarine","Duntulm","","sandstone","167.7","164.7","UK","3","4"
"str","Great Estuarine","Kilmaluag","","marl,""mixed carbonate-siliciclastic"",sandstone","168.3","166.1","UK","4","7"
"str","Great Estuarine","Lealt Shale","Lonfearn","lime mudstone","167.7","164.7","UK","1","1"
"str","Great Estuarine","Valtos Sandstone","","sandstone/siltstone,sandstone","167.7","164.7","UK","2","3"
"str","Great Oolite","","","claystone,""limestone""","167.7","155.7","UK","10","10"
"str","Great Oolite","Chipping Norton Limestone","","""limestone"",claystone","167.7","164.7","UK","2","9"
"str","Great Oolite","Chipping Norton Limestone","Hook Norton","""limestone""","167.7","164.7","UK","2","7"
"str","Great Oolite","Cornbrash","","","167.7","164.7","UK","1","1"
"str","Great Oolite","Forest Marble","","marl,sandstone/""shale"",""mixed carbonate-siliciclastic"",claystone,""limestone"",sandstone","167.7","164.7","UK","13","24"
"str","Great Oolite","Sharp's Hill","","""limestone""","167.7","164.7","UK","1","2"
"str","Great Oolite","Taynton Limestone","Stonesfield Slates","sandstone,""shale""","167.7","164.7","UK","2","6"
"str","Great Oolite","White Limestone","","""limestone""","167.7","164.7","UK","1","1"
"str","Great Oolite","White Limestone","Bladon","claystone","167.7","164.7","UK","1","3"
"str","Great Oolite","White Limestone","Shipton","wackestone","167.7","164.7","UK","1","3"
"str","Great Valley","Moreno","","","72.1","66","US","1","1"
"str","Great Valley","Moreno","Dos Palos","","70.6","66","US","1","1"
"str","Great Valley","Moreno","Marca","""shale""","70.6","66","US","3","3"
"str","Guangyuan","","","","152.1","145","CN","1","5"
"str","Guideng","Hekou","","","129.4","113","CN","1","1"
"str","Guifeng","Hekou","","sandstone","83.6","66","CN","1","2"
"str","GulfWoodbine","Lewisville","","","99.6","93.5","US","1","2"
"str","Gurye","Togeum","","mudstone","113","72.1","KR","2","2"
